sample	samples	chr8:128220111-128221962:-	cancer type abbreviation
TCGA-UZ-A9PM-01	TCGA-UZ-A9PM-01	0.0439	KIRP
TCGA-25-1632-01	TCGA-25-1632-01	0.0438	OV
TCGA-B4-5844-01	TCGA-B4-5844-01	0.0438	KIRC
TCGA-BP-4784-01	TCGA-BP-4784-01	0.0438	KIRC
TCGA-UP-A6WW-01	TCGA-UP-A6WW-01	0.0438	HNSC
TCGA-24-1474-01	TCGA-24-1474-01	0.0437	OV
TCGA-29-A5NZ-01	TCGA-29-A5NZ-01	0.0437	OV
TCGA-L9-A8F4-01	TCGA-L9-A8F4-01	0.0437	LUAD
TCGA-CQ-A4CB-01	TCGA-CQ-A4CB-01	0.0437	HNSC
TCGA-E7-A7DU-01	TCGA-E7-A7DU-01	0.0437	BLCA
TCGA-DD-A4NK-01	TCGA-DD-A4NK-01	0.0436	LIHC
TCGA-85-7699-01	TCGA-85-7699-01	0.0435	LUSC
TCGA-A3-3329-01	TCGA-A3-3329-01	0.0435	KIRC
TCGA-AJ-A3OJ-01	TCGA-AJ-A3OJ-01	0.0434	UCEC
TCGA-KJ-A3U4-01	TCGA-KJ-A3U4-01	0.0434	UCEC
TCGA-CQ-5329-01	TCGA-CQ-5329-01	0.0434	HNSC
TCGA-VS-A9UT-01	TCGA-VS-A9UT-01	0.0434	CESC
TCGA-86-8055-01	TCGA-86-8055-01	0.0433	LUAD
TCGA-F7-8298-01	TCGA-F7-8298-01	0.0433	HNSC
TCGA-PG-A6IB-01	TCGA-PG-A6IB-01	0.0432	UCEC
TCGA-B9-4114-01	TCGA-B9-4114-01	0.0432	KIRP
TCGA-ED-A7XO-01	TCGA-ED-A7XO-01	0.0431	LIHC
TCGA-B0-5701-11	TCGA-B0-5701-11	0.0431	KIRC
TCGA-B8-A54K-01	TCGA-B8-A54K-01	0.043	KIRC
TCGA-63-A5MN-01	TCGA-63-A5MN-01	0.0429	LUSC
TCGA-DS-A1OC-01	TCGA-DS-A1OC-01	0.0429	CESC
TCGA-AB-2873-03	TCGA-AB-2873-03	0.0428	LAML
TCGA-CF-A47S-01	TCGA-CF-A47S-01	0.0428	BLCA
TCGA-YU-A94I-01	TCGA-YU-A94I-01	0.0427	TGCT
TCGA-DD-AACO-01	TCGA-DD-AACO-01	0.0427	LIHC
TCGA-IZ-8196-01	TCGA-IZ-8196-01	0.0427	KIRP
TCGA-BH-A1ET-11	TCGA-BH-A1ET-11	0.0427	BRCA
TCGA-25-1318-01	TCGA-25-1318-01	0.0426	OV
TCGA-CZ-5457-01	TCGA-CZ-5457-01	0.0426	KIRC
TCGA-D8-A1JK-01	TCGA-D8-A1JK-01	0.0426	BRCA
TCGA-DQ-7590-01	TCGA-DQ-7590-01	0.0425	HNSC
TCGA-97-8172-01	TCGA-97-8172-01	0.0424	LUAD
TCGA-A3-3358-11	TCGA-A3-3358-11	0.0424	KIRC
TCGA-UD-AAC1-01	TCGA-UD-AAC1-01	0.0423	MESO
TCGA-BB-4223-01	TCGA-BB-4223-01	0.0423	HNSC
TCGA-HU-A4HB-11	TCGA-HU-A4HB-11	0.0422	STAD
TCGA-EE-A185-06	TCGA-EE-A185-06	0.0422	SKCM
TCGA-69-7764-01	TCGA-69-7764-01	0.0422	LUAD
TCGA-AB-2866-03	TCGA-AB-2866-03	0.0422	LAML
TCGA-BP-5196-01	TCGA-BP-5196-01	0.0421	KIRC
TCGA-FL-A1YQ-11	TCGA-FL-A1YQ-11	0.0421	
TCGA-57-1585-01	TCGA-57-1585-01	0.042	OV
TCGA-EA-A78R-01	TCGA-EA-A78R-01	0.042	CESC
TCGA-SC-A6LQ-01	TCGA-SC-A6LQ-01	0.0419	MESO
TCGA-6D-AA2E-01	TCGA-6D-AA2E-01	0.0417	KIRC
TCGA-A3-3376-01	TCGA-A3-3376-01	0.0417	KIRC
TCGA-CQ-7063-01	TCGA-CQ-7063-01	0.0417	HNSC
TCGA-LN-A49L-01	TCGA-LN-A49L-01	0.0416	ESCA
TCGA-XF-A9T8-01	TCGA-XF-A9T8-01	0.0415	BLCA
TCGA-Q1-A6DT-01	TCGA-Q1-A6DT-01	0.0412	CESC
TCGA-CQ-7067-01	TCGA-CQ-7067-01	0.0411	HNSC
TCGA-C5-A7XC-01	TCGA-C5-A7XC-01	0.0411	CESC
TCGA-AA-3527-11	TCGA-AA-3527-11	0.041	COAD
TCGA-N8-A4PQ-01	TCGA-N8-A4PQ-01	0.0409	UCS
TCGA-RD-A8N2-01	TCGA-RD-A8N2-01	0.0409	STAD
TCGA-BP-4341-01	TCGA-BP-4341-01	0.0409	KIRC
TCGA-BP-4991-01	TCGA-BP-4991-01	0.0409	KIRC
TCGA-UC-A7PI-01	TCGA-UC-A7PI-01	0.0409	CESC
TCGA-BR-8060-01	TCGA-BR-8060-01	0.0408	STAD
TCGA-93-A4JP-01	TCGA-93-A4JP-01	0.0408	LUAD
TCGA-B1-A656-01	TCGA-B1-A656-01	0.0408	KIRP
TCGA-EJ-A7NM-01	TCGA-EJ-A7NM-01	0.0407	PRAD
TCGA-CZ-4854-01	TCGA-CZ-4854-01	0.0407	KIRC
TCGA-VS-A952-01	TCGA-VS-A952-01	0.0407	CESC
TCGA-A7-A0D9-11	TCGA-A7-A0D9-11	0.0407	BRCA
TCGA-VP-A87E-01	TCGA-VP-A87E-01	0.0406	PRAD
TCGA-43-7656-01	TCGA-43-7656-01	0.0406	LUSC
TCGA-BP-4988-01	TCGA-BP-4988-01	0.0406	KIRC
TCGA-CZ-5470-11	TCGA-CZ-5470-11	0.0406	KIRC
TCGA-CV-7407-01	TCGA-CV-7407-01	0.0406	HNSC
TCGA-B5-A0K9-01	TCGA-B5-A0K9-01	0.0404	UCEC
TCGA-MB-A5Y9-01	TCGA-MB-A5Y9-01	0.0404	SARC
TCGA-2Y-A9GZ-01	TCGA-2Y-A9GZ-01	0.0404	LIHC
TCGA-BH-A0B3-01	TCGA-BH-A0B3-01	0.0404	BRCA
TCGA-W4-A7U4-01	TCGA-W4-A7U4-01	0.0403	TGCT
TCGA-O2-A52Q-01	TCGA-O2-A52Q-01	0.0403	LUSC
TCGA-AB-2851-03	TCGA-AB-2851-03	0.0403	LAML
TCGA-BP-4995-01	TCGA-BP-4995-01	0.0403	KIRC
TCGA-DD-AADF-01	TCGA-DD-AADF-01	0.0402	LIHC
TCGA-A3-3367-01	TCGA-A3-3367-01	0.0402	KIRC
TCGA-AB-2959-03	TCGA-AB-2959-03	0.0401	LAML
TCGA-B0-4706-01	TCGA-B0-4706-01	0.0401	KIRC
TCGA-BA-5559-01	TCGA-BA-5559-01	0.0401	HNSC
TCGA-BH-A18K-01	TCGA-BH-A18K-01	0.0401	BRCA
TCGA-09-1667-01	TCGA-09-1667-01	0.04	OV
TCGA-2Y-A9H8-01	TCGA-2Y-A9H8-01	0.04	LIHC
TCGA-5P-A9JZ-01	TCGA-5P-A9JZ-01	0.04	KIRP
TCGA-IZ-A6M8-01	TCGA-IZ-A6M8-01	0.04	KIRP
TCGA-CJ-5680-01	TCGA-CJ-5680-01	0.04	KIRC
TCGA-C5-A7CO-01	TCGA-C5-A7CO-01	0.04	CESC
TCGA-FK-A4UB-01	TCGA-FK-A4UB-01	0.0399	THCA
TCGA-AB-2844-03	TCGA-AB-2844-03	0.0399	LAML
TCGA-AB-2887-03	TCGA-AB-2887-03	0.0399	LAML
TCGA-BP-5183-01	TCGA-BP-5183-01	0.0399	KIRC
TCGA-KN-8433-11	TCGA-KN-8433-11	0.0399	KICH
TCGA-DV-5576-01	TCGA-DV-5576-01	0.0398	KIRC
TCGA-CQ-A4CA-01	TCGA-CQ-A4CA-01	0.0398	HNSC
TCGA-CJ-4903-01	TCGA-CJ-4903-01	0.0397	KIRC
TCGA-A3-3323-01	TCGA-A3-3323-01	0.0396	KIRC
TCGA-63-A5MM-01	TCGA-63-A5MM-01	0.0395	LUSC
TCGA-A4-7828-01	TCGA-A4-7828-01	0.0395	KIRP
TCGA-E2-A159-01	TCGA-E2-A159-01	0.0395	BRCA
TCGA-B0-5116-01	TCGA-B0-5116-01	0.0394	KIRC
TCGA-56-7222-11	TCGA-56-7222-11	0.0393	LUSC
TCGA-B8-A54D-01	TCGA-B8-A54D-01	0.0392	KIRC
TCGA-C8-A27A-01	TCGA-C8-A27A-01	0.0392	BRCA
TCGA-KK-A8I6-01	TCGA-KK-A8I6-01	0.0391	PRAD
TCGA-UZ-A9Q1-01	TCGA-UZ-A9Q1-01	0.0391	KIRP
TCGA-A3-3313-01	TCGA-A3-3313-01	0.0391	KIRC
TCGA-FU-A3HY-01	TCGA-FU-A3HY-01	0.0391	CESC
TCGA-RL-AAAS-01	TCGA-RL-AAAS-01	0.039	PAAD
TCGA-VB-A8QN-01	TCGA-VB-A8QN-01	0.039	DLBC
TCGA-A6-2679-11	TCGA-A6-2679-11	0.039	COAD
TCGA-E2-A15M-01	TCGA-E2-A15M-01	0.039	BRCA
TCGA-2Z-A9JE-01	TCGA-2Z-A9JE-01	0.0389	KIRP
TCGA-BP-4977-01	TCGA-BP-4977-01	0.0389	KIRC
TCGA-86-8668-01	TCGA-86-8668-01	0.0388	LUAD
TCGA-B0-5712-01	TCGA-B0-5712-01	0.0388	KIRC
TCGA-CJ-4876-01	TCGA-CJ-4876-01	0.0388	KIRC
TCGA-CJ-5676-01	TCGA-CJ-5676-01	0.0388	KIRC
TCGA-CW-5584-01	TCGA-CW-5584-01	0.0388	KIRC
TCGA-AX-A05Y-11	TCGA-AX-A05Y-11	0.0387	UCEC
TCGA-BP-4790-01	TCGA-BP-4790-01	0.0387	KIRC
TCGA-BP-4999-01	TCGA-BP-4999-01	0.0387	KIRC
TCGA-BS-A0V4-01	TCGA-BS-A0V4-01	0.0386	UCEC
TCGA-24-2297-01	TCGA-24-2297-01	0.0386	OV
TCGA-29-1702-01	TCGA-29-1702-01	0.0386	OV
TCGA-B9-4113-01	TCGA-B9-4113-01	0.0386	KIRP
TCGA-BH-A0B9-01	TCGA-BH-A0B9-01	0.0386	BRCA
TCGA-56-7823-11	TCGA-56-7823-11	0.0385	LUSC
TCGA-BQ-7046-11	TCGA-BQ-7046-11	0.0385	KIRP
TCGA-ER-A197-06	TCGA-ER-A197-06	0.0384	SKCM
TCGA-BA-7269-01	TCGA-BA-7269-01	0.0384	HNSC
TCGA-CN-4741-01	TCGA-CN-4741-01	0.0384	HNSC
TCGA-A7-A0CH-11	TCGA-A7-A0CH-11	0.0384	BRCA
TCGA-25-1633-01	TCGA-25-1633-01	0.0381	OV
TCGA-AB-2909-03	TCGA-AB-2909-03	0.0381	LAML
TCGA-C5-A7CH-01	TCGA-C5-A7CH-01	0.0381	CESC
TCGA-AB-2847-03	TCGA-AB-2847-03	0.038	LAML
TCGA-AB-2935-03	TCGA-AB-2935-03	0.038	LAML
TCGA-B2-5636-11	TCGA-B2-5636-11	0.038	KIRC
TCGA-CN-A6V6-01	TCGA-CN-A6V6-01	0.038	HNSC
TCGA-DK-A1AC-01	TCGA-DK-A1AC-01	0.0378	BLCA
TCGA-AJ-A5DW-01	TCGA-AJ-A5DW-01	0.0377	UCEC
TCGA-DX-A6YQ-01	TCGA-DX-A6YQ-01	0.0377	SARC
TCGA-78-8640-01	TCGA-78-8640-01	0.0376	LUAD
TCGA-A8-A09V-01	TCGA-A8-A09V-01	0.0376	BRCA
TCGA-2F-A9KQ-01	TCGA-2F-A9KQ-01	0.0376	BLCA
TCGA-B8-4622-11	TCGA-B8-4622-11	0.0375	KIRC
TCGA-KL-8332-11	TCGA-KL-8332-11	0.0375	KICH
TCGA-22-1005-01	TCGA-22-1005-01	0.0374	LUSC
TCGA-55-7816-01	TCGA-55-7816-01	0.0374	LUAD
TCGA-KV-A6GD-01	TCGA-KV-A6GD-01	0.0374	KIRP
TCGA-WN-A9G9-01	TCGA-WN-A9G9-01	0.0374	KIRP
TCGA-CZ-5462-11	TCGA-CZ-5462-11	0.0374	KIRC
TCGA-5P-A9JY-01	TCGA-5P-A9JY-01	0.0373	KIRP
TCGA-CJ-4886-01	TCGA-CJ-4886-01	0.0373	KIRC
TCGA-BP-4972-01	TCGA-BP-4972-01	0.0372	KIRC
TCGA-24-2298-01	TCGA-24-2298-01	0.0371	OV
TCGA-B8-5549-01	TCGA-B8-5549-01	0.0371	KIRC
TCGA-A8-A08F-01	TCGA-A8-A08F-01	0.0371	BRCA
TCGA-23-1120-01	TCGA-23-1120-01	0.037	OV
TCGA-59-2363-01	TCGA-59-2363-01	0.037	OV
TCGA-P3-A6SW-01	TCGA-P3-A6SW-01	0.037	HNSC
TCGA-BK-A4ZD-11	TCGA-BK-A4ZD-11	0.0369	UCEC
TCGA-XE-AAOJ-01	TCGA-XE-AAOJ-01	0.0369	TGCT
TCGA-44-6776-01	TCGA-44-6776-01	0.0369	LUAD
TCGA-CC-A7IF-01	TCGA-CC-A7IF-01	0.0369	LIHC
TCGA-BP-4759-01	TCGA-BP-4759-01	0.0369	KIRC
TCGA-A8-A0A4-01	TCGA-A8-A0A4-01	0.0369	BRCA
TCGA-N6-A4VE-01	TCGA-N6-A4VE-01	0.0368	UCS
TCGA-24-1849-01	TCGA-24-1849-01	0.0367	OV
TCGA-BP-4159-01	TCGA-BP-4159-01	0.0367	KIRC
TCGA-DV-5574-01	TCGA-DV-5574-01	0.0367	KIRC
TCGA-LC-A66R-01	TCGA-LC-A66R-01	0.0367	BLCA
TCGA-23-1023-01	TCGA-23-1023-01	0.03665	OV
TCGA-EM-A3FK-01	TCGA-EM-A3FK-01	0.0366	THCA
TCGA-QS-A744-01	TCGA-QS-A744-01	0.0365	UCEC
TCGA-CW-5581-11	TCGA-CW-5581-11	0.0365	KIRC
TCGA-EL-A3H7-11	TCGA-EL-A3H7-11	0.0364	THCA
TCGA-HZ-8002-01	TCGA-HZ-8002-01	0.0364	PAAD
TCGA-C5-A3HE-01	TCGA-C5-A3HE-01	0.0364	CESC
TCGA-4Z-AA7N-01	TCGA-4Z-AA7N-01	0.0364	BLCA
TCGA-SX-A71S-01	TCGA-SX-A71S-01	0.0363	KIRP
TCGA-WN-AB4C-01	TCGA-WN-AB4C-01	0.0363	KIRP
TCGA-HE-A5NI-01	TCGA-HE-A5NI-01	0.0362	KIRP
TCGA-Y8-A8RY-01	TCGA-Y8-A8RY-01	0.0362	KIRP
TCGA-OR-A5KZ-01	TCGA-OR-A5KZ-01	0.0362	ACC
TCGA-2G-AALX-01	TCGA-2G-AALX-01	0.0362	
TCGA-22-5478-01	TCGA-22-5478-01	0.0361	LUSC
TCGA-B0-4691-01	TCGA-B0-4691-01	0.0361	KIRC
TCGA-BP-4969-01	TCGA-BP-4969-01	0.0361	KIRC
TCGA-QK-AA3K-01	TCGA-QK-AA3K-01	0.0361	HNSC
TCGA-MP-A4SY-01	TCGA-MP-A4SY-01	0.036	LUAD
TCGA-EE-A3AD-06	TCGA-EE-A3AD-06	0.0359	SKCM
TCGA-L9-A50W-01	TCGA-L9-A50W-01	0.0359	LUAD
TCGA-VS-A94Z-01	TCGA-VS-A94Z-01	0.0359	CESC
TCGA-BH-A0BP-01	TCGA-BH-A0BP-01	0.0359	BRCA
TCGA-XF-AAMZ-01	TCGA-XF-AAMZ-01	0.0358	BLCA
TCGA-25-1314-01	TCGA-25-1314-01	0.0357	OV
TCGA-91-6835-11	TCGA-91-6835-11	0.0357	LUAD
TCGA-AB-2993-03	TCGA-AB-2993-03	0.0357	LAML
TCGA-EA-A556-01	TCGA-EA-A556-01	0.0357	CESC
TCGA-29-1770-02	TCGA-29-1770-02	0.0356	OV
TCGA-MH-A854-01	TCGA-MH-A854-01	0.0356	KIRP
TCGA-23-1122-01	TCGA-23-1122-01	0.0355	OV
TCGA-4B-A93V-01	TCGA-4B-A93V-01	0.0355	LUAD
TCGA-AB-2823-03	TCGA-AB-2823-03	0.0355	LAML
TCGA-BH-A0BM-11	TCGA-BH-A0BM-11	0.0355	BRCA
TCGA-FS-A1ZM-06	TCGA-FS-A1ZM-06	0.0354	SKCM
TCGA-OY-A56P-01	TCGA-OY-A56P-01	0.0354	OV
TCGA-BH-A0BS-11	TCGA-BH-A0BS-11	0.0354	BRCA
TCGA-B8-A54I-01	TCGA-B8-A54I-01	0.0353	KIRC
TCGA-KL-8333-01	TCGA-KL-8333-01	0.0353	KICH
TCGA-EE-A2M5-06	TCGA-EE-A2M5-06	0.0352	SKCM
TCGA-KK-A6E8-01	TCGA-KK-A6E8-01	0.0352	PRAD
TCGA-CJ-6028-01	TCGA-CJ-6028-01	0.0352	KIRC
TCGA-DS-A0VL-01	TCGA-DS-A0VL-01	0.0352	CESC
TCGA-AS-3778-01	TCGA-AS-3778-01	0.0351	KIRC
TCGA-B8-4622-01	TCGA-B8-4622-01	0.0351	KIRC
TCGA-E9-A5FL-01	TCGA-E9-A5FL-01	0.0349	BRCA
TCGA-XK-AAJA-01	TCGA-XK-AAJA-01	0.0348	PRAD
TCGA-DD-AAEB-01	TCGA-DD-AAEB-01	0.0348	LIHC
TCGA-AB-2941-03	TCGA-AB-2941-03	0.0348	LAML
TCGA-KN-8426-11	TCGA-KN-8426-11	0.0348	KICH
TCGA-CV-6955-11	TCGA-CV-6955-11	0.0348	HNSC
TCGA-DK-A6AV-01	TCGA-DK-A6AV-01	0.0348	BLCA
TCGA-L5-A4OO-11	TCGA-L5-A4OO-11	0.0347	ESCA
TCGA-CN-5365-01	TCGA-CN-5365-01	0.0344	HNSC
TCGA-AB-2990-03	TCGA-AB-2990-03	0.0343	LAML
TCGA-BP-5180-01	TCGA-BP-5180-01	0.0343	KIRC
TCGA-MA-AA3Y-01	TCGA-MA-AA3Y-01	0.0343	CESC
TCGA-2G-AAG7-01	TCGA-2G-AAG7-01	0.0342	TGCT
TCGA-DW-7840-01	TCGA-DW-7840-01	0.0342	KIRP
TCGA-CW-5591-11	TCGA-CW-5591-11	0.0342	KIRC
TCGA-64-1678-01	TCGA-64-1678-01	0.0341	LUAD
TCGA-DS-A1OB-01	TCGA-DS-A1OB-01	0.0341	CESC
TCGA-R3-A69X-01	TCGA-R3-A69X-01	0.0341	BLCA
TCGA-B0-5080-01	TCGA-B0-5080-01	0.034	KIRC
TCGA-AB-2845-03	TCGA-AB-2845-03	0.0339	LAML
TCGA-B0-4838-01	TCGA-B0-4838-01	0.0338	KIRC
TCGA-BJ-A2NA-01	TCGA-BJ-A2NA-01	0.0337	THCA
TCGA-A3-3372-01	TCGA-A3-3372-01	0.0337	KIRC
TCGA-B0-5690-01	TCGA-B0-5690-01	0.0337	KIRC
TCGA-CZ-5457-11	TCGA-CZ-5457-11	0.0337	KIRC
TCGA-AB-2869-03	TCGA-AB-2869-03	0.0336	LAML
TCGA-B0-5110-01	TCGA-B0-5110-01	0.0336	KIRC
TCGA-B0-5713-01	TCGA-B0-5713-01	0.0336	KIRC
TCGA-B2-5636-01	TCGA-B2-5636-01	0.0336	KIRC
TCGA-DJ-A3VM-01	TCGA-DJ-A3VM-01	0.0335	THCA
TCGA-EJ-7785-01	TCGA-EJ-7785-01	0.0335	PRAD
TCGA-13-1498-01	TCGA-13-1498-01	0.0335	OV
TCGA-NK-A5CT-01	TCGA-NK-A5CT-01	0.0335	LUSC
TCGA-AB-2896-03	TCGA-AB-2896-03	0.0335	LAML
TCGA-BP-5169-01	TCGA-BP-5169-01	0.0335	KIRC
TCGA-BT-A2LB-01	TCGA-BT-A2LB-01	0.0335	BLCA
TCGA-55-8203-01	TCGA-55-8203-01	0.0334	LUAD
TCGA-A3-3359-01	TCGA-A3-3359-01	0.0334	KIRC
TCGA-F4-6704-01	TCGA-F4-6704-01	0.0334	COAD
TCGA-G9-6338-01	TCGA-G9-6338-01	0.0333	PRAD
TCGA-B9-A5W8-01	TCGA-B9-A5W8-01	0.0332	KIRP
TCGA-BP-4344-01	TCGA-BP-4344-01	0.0332	KIRC
TCGA-CV-7243-01	TCGA-CV-7243-01	0.0332	HNSC
TCGA-CJ-4870-01	TCGA-CJ-4870-01	0.0331	KIRC
TCGA-A3-3380-01	TCGA-A3-3380-01	0.0329	KIRC
TCGA-OR-A5JA-01	TCGA-OR-A5JA-01	0.0329	ACC
TCGA-DX-AB32-01	TCGA-DX-AB32-01	0.0328	SARC
TCGA-A3-3382-01	TCGA-A3-3382-01	0.0328	KIRC
TCGA-BP-4327-01	TCGA-BP-4327-01	0.0328	KIRC
TCGA-B6-A0RE-01	TCGA-B6-A0RE-01	0.0328	BRCA
TCGA-K4-A5RJ-01	TCGA-K4-A5RJ-01	0.0328	BLCA
TCGA-CJ-4639-01	TCGA-CJ-4639-01	0.0327	KIRC
TCGA-IQ-7630-01	TCGA-IQ-7630-01	0.0327	HNSC
TCGA-OR-A5L6-01	TCGA-OR-A5L6-01	0.0327	ACC
TCGA-D6-A6EP-01	TCGA-D6-A6EP-01	0.0326	HNSC
TCGA-N6-A4VC-01	TCGA-N6-A4VC-01	0.0324	UCS
TCGA-G3-A25X-01	TCGA-G3-A25X-01	0.0324	LIHC
TCGA-B9-4117-01	TCGA-B9-4117-01	0.0324	KIRP
TCGA-BP-4993-01	TCGA-BP-4993-01	0.0324	KIRC
TCGA-13-0893-01	TCGA-13-0893-01	0.0323	OV
TCGA-A6-2686-11	TCGA-A6-2686-11	0.0323	COAD
TCGA-VN-A88I-01	TCGA-VN-A88I-01	0.0322	PRAD
TCGA-GV-A3JX-01	TCGA-GV-A3JX-01	0.0321	BLCA
TCGA-56-7731-11	TCGA-56-7731-11	0.032	LUSC
TCGA-67-3772-01	TCGA-67-3772-01	0.032	LUAD
TCGA-34-2600-01	TCGA-34-2600-01	0.0319	LUSC
TCGA-BQ-5887-01	TCGA-BQ-5887-01	0.0319	KIRP
TCGA-CR-7392-01	TCGA-CR-7392-01	0.0318	HNSC
TCGA-AB-3006-03	TCGA-AB-3006-03	0.0317	LAML
TCGA-DK-A3IM-01	TCGA-DK-A3IM-01	0.0317	BLCA
TCGA-BF-AAP8-01	TCGA-BF-AAP8-01	0.0316	SKCM
TCGA-YL-A8HO-01	TCGA-YL-A8HO-01	0.0316	PRAD
TCGA-B8-A8YJ-01	TCGA-B8-A8YJ-01	0.0316	KIRC
TCGA-CZ-5989-01	TCGA-CZ-5989-01	0.0316	KIRC
TCGA-V1-A9Z9-01	TCGA-V1-A9Z9-01	0.0315	PRAD
TCGA-NQ-A57I-01	TCGA-NQ-A57I-01	0.0314	MESO
TCGA-55-8510-01	TCGA-55-8510-01	0.0314	LUAD
TCGA-CJ-5689-01	TCGA-CJ-5689-01	0.0314	KIRC
TCGA-CZ-5458-11	TCGA-CZ-5458-11	0.0314	KIRC
TCGA-56-8309-11	TCGA-56-8309-11	0.0313	LUSC
TCGA-GD-A3OP-11	TCGA-GD-A3OP-11	0.0313	BLCA
TCGA-ZF-A9R2-01	TCGA-ZF-A9R2-01	0.0313	BLCA
TCGA-CV-A460-01	TCGA-CV-A460-01	0.0312	HNSC
TCGA-5P-A9JV-01	TCGA-5P-A9JV-01	0.0311	KIRP
TCGA-FD-A43X-01	TCGA-FD-A43X-01	0.0311	BLCA
TCGA-IB-A7LX-01	TCGA-IB-A7LX-01	0.031	PAAD
TCGA-BP-4982-01	TCGA-BP-4982-01	0.031	KIRC
TCGA-BP-5009-01	TCGA-BP-5009-01	0.031	KIRC
TCGA-BH-A0DH-11	TCGA-BH-A0DH-11	0.031	BRCA
TCGA-HC-7820-01	TCGA-HC-7820-01	0.0309	PRAD
TCGA-H7-A6C4-01	TCGA-H7-A6C4-01	0.0309	HNSC
TCGA-B1-A47N-01	TCGA-B1-A47N-01	0.0308	KIRP
TCGA-AK-3444-01	TCGA-AK-3444-01	0.0308	KIRC
TCGA-BP-4165-01	TCGA-BP-4165-01	0.0308	KIRC
TCGA-C5-A1BL-01	TCGA-C5-A1BL-01	0.0308	CESC
TCGA-66-2793-01	TCGA-66-2793-01	0.0306	LUSC
TCGA-UZ-A9PV-01	TCGA-UZ-A9PV-01	0.0306	KIRP
TCGA-E7-A6ME-01	TCGA-E7-A6ME-01	0.0306	BLCA
TCGA-62-8397-01	TCGA-62-8397-01	0.0305	LUAD
TCGA-NC-A5HG-01	TCGA-NC-A5HG-01	0.0304	LUSC
TCGA-CJ-5672-01	TCGA-CJ-5672-01	0.0304	KIRC
TCGA-B0-5705-11	TCGA-B0-5705-11	0.0303	KIRC
TCGA-VS-A9V0-01	TCGA-VS-A9V0-01	0.0303	CESC
TCGA-EW-A2FS-01	TCGA-EW-A2FS-01	0.0303	BRCA
TCGA-EO-A3KX-01	TCGA-EO-A3KX-01	0.0302	UCEC
TCGA-AB-2970-03	TCGA-AB-2970-03	0.0302	LAML
TCGA-AB-3007-03	TCGA-AB-3007-03	0.0302	LAML
TCGA-A2-A3KD-01	TCGA-A2-A3KD-01	0.0302	BRCA
TCGA-WE-A8ZN-06	TCGA-WE-A8ZN-06	0.03	SKCM
TCGA-QU-A6IM-01	TCGA-QU-A6IM-01	0.03	PRAD
TCGA-CR-7367-01	TCGA-CR-7367-01	0.0299	HNSC
TCGA-49-6743-01	TCGA-49-6743-01	0.0298	LUAD
TCGA-86-7955-01	TCGA-86-7955-01	0.0298	LUAD
TCGA-30-1855-01	TCGA-30-1855-01	0.0297	OV
TCGA-43-A56U-01	TCGA-43-A56U-01	0.0297	LUSC
TCGA-BP-5194-01	TCGA-BP-5194-01	0.0297	KIRC
TCGA-24-1604-01	TCGA-24-1604-01	0.0296	OV
TCGA-VV-A829-01	TCGA-VV-A829-01	0.0296	LGG
TCGA-LN-A49V-01	TCGA-LN-A49V-01	0.0296	ESCA
TCGA-LL-A6FR-01	TCGA-LL-A6FR-01	0.0296	BRCA
TCGA-55-8302-01	TCGA-55-8302-01	0.0295	LUAD
TCGA-71-6725-01	TCGA-71-6725-01	0.0295	LUAD
TCGA-61-2012-01	TCGA-61-2012-01	0.0294	OV
TCGA-B1-A47O-01	TCGA-B1-A47O-01	0.0294	KIRP
TCGA-28-1753-01	TCGA-28-1753-01	0.0294	GBM
TCGA-A8-A08T-01	TCGA-A8-A08T-01	0.0294	BRCA
TCGA-GV-A3JW-01	TCGA-GV-A3JW-01	0.0294	BLCA
TCGA-BP-5186-01	TCGA-BP-5186-01	0.0293	KIRC
TCGA-MQ-A4LC-01	TCGA-MQ-A4LC-01	0.0292	MESO
TCGA-AN-A0XU-01	TCGA-AN-A0XU-01	0.0292	BRCA
TCGA-HE-A5NL-01	TCGA-HE-A5NL-01	0.0291	KIRP
TCGA-SX-A7SR-01	TCGA-SX-A7SR-01	0.0291	KIRP
TCGA-AO-A0JE-01	TCGA-AO-A0JE-01	0.0291	BRCA
TCGA-5P-A9K3-01	TCGA-5P-A9K3-01	0.029	KIRP
TCGA-K4-A4AC-01	TCGA-K4-A4AC-01	0.029	BLCA
TCGA-98-8021-01	TCGA-98-8021-01	0.0289	LUSC
TCGA-C5-A8YR-01	TCGA-C5-A8YR-01	0.0289	CESC
TCGA-AB-2886-03	TCGA-AB-2886-03	0.0288	LAML
TCGA-AN-A0FL-01	TCGA-AN-A0FL-01	0.0288	BRCA
TCGA-DX-AB2X-01	TCGA-DX-AB2X-01	0.0287	SARC
TCGA-35-4122-01	TCGA-35-4122-01	0.0287	LUAD
TCGA-CZ-5454-01	TCGA-CZ-5454-01	0.0287	KIRC
TCGA-2W-A8YY-01	TCGA-2W-A8YY-01	0.0287	CESC
TCGA-AJ-A8CT-01	TCGA-AJ-A8CT-01	0.0286	UCEC
TCGA-56-7580-01	TCGA-56-7580-01	0.0286	LUSC
TCGA-ZF-AA4U-01	TCGA-ZF-AA4U-01	0.0286	BLCA
TCGA-21-5784-01	TCGA-21-5784-01	0.0285	LUSC
TCGA-2Z-A9JT-01	TCGA-2Z-A9JT-01	0.0285	KIRP
